question,model,en_model_answer,en_correct_answer,modified_model_answer,modified_correct_answer,gr_model_answer,gr_correct_answer,confidence_score,nlp_score,levenshtein_score,substring_score,sentence_transformers_score,greek_sentence_transformers_score,F1_score,weighted_total_score,is_correct (labeled by human),is_correct (labeled by machine),is_correct (labeled by human)
,bert-large-cased-whole-word-masking-finetuned-squad,the more harmful they prove to health,"The smaller the diameter of the suspended particles, the more harmful they turn out to be for health",the more harmful they prove to health,the smaller the diameter of the suspended particles the more harmful they turn out to be for health,Όσο πιο βλαβερά αποδεικνύονται για την υγεία,"Όσο πιο μικρή διάμετρο έχουν τα αιωρούμενα σωματίδια, τόσο πιο επιβλαβή αποδεικνύονται για την υγεία",0.298490018,0.891,0.343,0.5,0.859,0.598,0.48,0.7021,no,yes,no
How is the average maximum daily particulate concentration?,deepset/roberta-base-squad2,50 microgram per cubic metre,50 micrograms per cubic metre,50 microgram per cubic metre,50 micrograms per cubic metre,50 μικρογραμμάρια ανά κυβικό μέτρο,50 μικρογραμμάρια ανά κυβικό μέτρο,0.818596244,0.974,0.966,0.982,0.993,1,0.8,0.9468,yes,yes,yes
,bert-large-uncased-whole-word-masking-finetuned-squad,50 microgram per cubic metre,50 micrograms per cubic metre,50 microgram per cubic metre,50 micrograms per cubic metre,50 μικρογραμμάρια ανά κυβικό μέτρο,50 μικρογραμμάρια ανά κυβικό μέτρο,0.960619926,0.974,0.966,0.982,0.993,1,0.8,0.9468,yes,yes,yes
,distilbert-base-cased-distilled-squad,50 microgram per cubic metre,50 micrograms per cubic metre,50 microgram per cubic metre,50 micrograms per cubic metre,50 μικρογραμμάρια ανά κυβικό μέτρο,50 μικρογραμμάρια ανά κυβικό μέτρο,0.771792948,0.974,0.966,0.982,0.993,1,0.8,0.9468,yes,yes,yes
,deepset/bert-large-uncased-whole-word-masking-squad2,50 microgram per cubic metre,50 micrograms per cubic metre,50 microgram per cubic metre,50 micrograms per cubic metre,50 μικρογραμμάρια ανά κυβικό μέτρο,50 μικρογραμμάρια ανά κυβικό μέτρο,0.97252667,0.974,0.966,0.982,0.993,1,0.8,0.9468,yes,yes,yes
,distilbert-base-uncased-distilled-squad,50 microgram per cubic metre,50 micrograms per cubic metre,50 microgram per cubic metre,50 micrograms per cubic metre,50 μικρογραμμάρια ανά κυβικό μέτρο,50 μικρογραμμάρια ανά κυβικό μέτρο,0.654220581,0.974,0.966,0.982,0.993,1,0.8,0.9468,yes,yes,yes
,rsvp-ai/bertserini-bert-base-squad,50 microgram per cubic metre,50 micrograms per cubic metre,50 microgram per cubic metre,50 micrograms per cubic metre,50 μικρογραμμάρια ανά κυβικό μέτρο,50 μικρογραμμάρια ανά κυβικό μέτρο,0.879520178,0.974,0.966,0.982,0.993,1,0.8,0.9468,yes,yes,yes
,deepset/minilm-uncased-squad2,50 microgram per cubic metre,50 micrograms per cubic metre,50 microgram per cubic metre,50 micrograms per cubic metre,50 μικρογραμμάρια ανά κυβικό μέτρο,50 μικρογραμμάρια ανά κυβικό μέτρο,0.853729665,0.974,0.966,0.982,0.993,1,0.8,0.9468,yes,yes,yes
,dmis-lab/biobert-large-cased-v1.1-squad,50 microgram per cubic metre,50 micrograms per cubic metre,50 microgram per cubic metre,50 micrograms per cubic metre,50 μικρογραμμάρια ανά κυβικό μέτρο,50 μικρογραμμάρια ανά κυβικό μέτρο,0.885097504,0.974,0.966,0.982,0.993,1,0.8,0.9468,yes,yes,yes
,deepset/bert-base-cased-squad2,50 microgram per cubic metre,50 micrograms per cubic metre,50 microgram per cubic metre,50 micrograms per cubic metre,50 μικρογραμμάρια ανά κυβικό μέτρο,50 μικρογραμμάρια ανά κυβικό μέτρο,0.944211245,0.974,0.966,0.982,0.993,1,0.8,0.9468,yes,yes,yes
,bert-large-cased-whole-word-masking-finetuned-squad,50 microgram per cubic metre,50 micrograms per cubic metre,50 microgram per cubic metre,50 micrograms per cubic metre,50 μικρογραμμάρια ανά κυβικό μέτρο,50 μικρογραμμάρια ανά κυβικό μέτρο,0.955345809,0.974,0.966,0.982,0.993,1,0.8,0.9468,yes,yes,yes
How many times do average daily prices go out in the center of Athens?,deepset/roberta-base-squad2,150,Over 150 times a year,150,over 150 times a year,150,Πάνω από 150 φορές το χρόνο,0.285280138,0.615,0.143,0.25,0.759,0.5,0.333333333,0.532566667,partially,partially,partially
,bert-large-uncased-whole-word-masking-finetuned-squad,over 150 times a year,Over 150 times a year,over 150 times a year,over 150 times a year,άνω των 150 φορές το χρόνο,Πάνω από 150 φορές το χρόνο,0.261467457,1,1,1,1,0.964,1,1,yes,yes,yes
,distilbert-base-cased-distilled-squad,over 150 times a year,Over 150 times a year,over 150 times a year,over 150 times a year,άνω των 150 φορές το χρόνο,Πάνω από 150 φορές το χρόνο,0.431417793,1,1,1,1,0.964,1,1,yes,yes,yes
,deepset/bert-large-uncased-whole-word-masking-squad2,150 times a year,Over 150 times a year,150 times a year,over 150 times a year,150 φορές το χρόνο,Πάνω από 150 φορές το χρόνο,0.307383418,0.979,0.762,0.865,0.943,0.956,0.888888889,0.913477778,partially,yes,partially
,distilbert-base-uncased-distilled-squad,150 times a year,Over 150 times a year,150 times a year,over 150 times a year,150 φορές το χρόνο,Πάνω από 150 φορές το χρόνο,0.323838234,0.979,0.762,0.865,0.943,0.956,0.888888889,0.913477778,partially,yes,partially
,rsvp-ai/bertserini-bert-base-squad,over 150 times a year,Over 150 times a year,over 150 times a year,over 150 times a year,άνω των 150 φορές το χρόνο,Πάνω από 150 φορές το χρόνο,0.379470497,1,1,1,1,0.964,1,1,yes,yes,yes
,deepset/minilm-uncased-squad2,exceed over 150 times a year,Over 150 times a year,exceed over 150 times a year,over 150 times a year,άνω των 150 φορές το χρόνο,Πάνω από 150 φορές το χρόνο,0.290408015,0.969,0.75,0.857,0.97,0.964,0.909090909,0.924318182,yes,yes,yes
,dmis-lab/biobert-large-cased-v1.1-squad,150,Over 150 times a year,150,over 150 times a year,150,Πάνω από 150 φορές το χρόνο,0.320985287,0.615,0.143,0.25,0.759,0.5,0.333333333,0.532566667,partially,partially,partially
,deepset/bert-base-cased-squad2,150 times a year,Over 150 times a year,150 times a year,over 150 times a year,150 φορές το χρόνο,Πάνω από 150 φορές το χρόνο,0.333800137,0.979,0.762,0.865,0.943,0.956,0.888888889,0.913477778,partially,yes,partially
,bert-large-cased-whole-word-masking-finetuned-squad,150,Over 150 times a year,150,over 150 times a year,150,Πάνω από 150 φορές το χρόνο,0.283361703,0.615,0.143,0.25,0.759,0.5,0.333333333,0.532566667,partially,partially,partially
What is happening in the middle of human survival due to suspended particles?,deepset/roberta-base-squad2,reducing people's life expectancy,Reduced,reducing peoples life expectancy,reduced,μείωση του προσδόκιμου ζωής των ανθρώπων,Μειώνεται,0.513125479,0.581,0.188,0.308,0.719,0.41,0,0.4534,no,no,no
,bert-large-uncased-whole-word-masking-finetuned-squad,acute coronary events,Reduced,acute coronary events,reduced,οξεία στεφανιαία επεισόδια,Μειώνεται,0.680733263,0.458,0.095,0.143,0.458,0.3,0,0.2986,no,no,no
,distilbert-base-cased-distilled-squad,Evaporation,Reduced,evaporation,reduced,Εξάτμιση,Μειώνεται,0.126103595,0.375,0,0.111,0.859,0.694,0,0.4297,no,no,no
,deepset/bert-large-uncased-whole-word-masking-squad2,acute coronary events,Reduced,acute coronary events,reduced,οξεία στεφανιαία επεισόδια,Μειώνεται,0.690422237,0.458,0.095,0.143,0.458,0.3,0,0.2986,no,no,no
,distilbert-base-uncased-distilled-squad,Evaporation,Reduced,evaporation,reduced,Εξάτμιση,Μειώνεται,0.288037747,0.375,0,0.111,0.859,0.694,0,0.4297,no,no,no
,rsvp-ai/bertserini-bert-base-squad,acute coronary events,Reduced,acute coronary events,reduced,οξεία στεφανιαία επεισόδια,Μειώνεται,0.681399643,0.458,0.095,0.143,0.458,0.3,0,0.2986,no,no,no
,deepset/minilm-uncased-squad2,acute coronary events,Reduced,acute coronary events,reduced,οξεία στεφανιαία επεισόδια,Μειώνεται,0.67582804,0.458,0.095,0.143,0.458,0.3,0,0.2986,no,no,no
,dmis-lab/biobert-large-cased-v1.1-squad,reducing people's life expectancy,Reduced,reducing peoples life expectancy,reduced,μείωση του προσδόκιμου ζωής των ανθρώπων,Μειώνεται,0.620049,0.581,0.188,0.308,0.719,0.41,0,0.4534,no,no,no
,deepset/bert-base-cased-squad2,greater the burden of the body,Reduced,greater the burden of the body,reduced,μεγαλύτερη επιβάρυνση του σώματος,Μειώνεται,0.25919503,0.565,0.167,0.216,0.58,0.244,0,0.3833,no,no,no
,bert-large-cased-whole-word-masking-finetuned-squad,reducing people's life expectancy,Reduced,reducing peoples life expectancy,reduced,μείωση του προσδόκιμου ζωής των ανθρώπων,Μειώνεται,0.479103565,0.581,0.188,0.308,0.719,0.41,0,0.4534,no,no,no
What are the burdens of the suspended particles?,deepset/roberta-base-squad2,Our exposure level,Those suffering from chronic lung diseases,our exposure level,those suffering from chronic lung diseases,Το επίπεδο έκθεσής μας,Όσοι υποφέρουν από χρόνιες παθήσεις των πνευμόνων,0.314350426,0.557,0.214,0.233,0.249,0.084,0,0.2557,no,no,no
,bert-large-uncased-whole-word-masking-finetuned-squad,atmospheric pollutants with dangerous health components,Those suffering from chronic lung diseases,atmospheric pollutants with dangerous health components,those suffering from chronic lung diseases,ατμοσφαιρικοί ρύποι με επικίνδυνα συστατικά της υγείας,Όσοι υποφέρουν από χρόνιες παθήσεις των πνευμόνων,0.121044174,0.649,0.236,0.371,0.614,0.441,0,0.4361,no,no,no
,distilbert-base-cased-distilled-squad,lungs,Those suffering from chronic lung diseases,lungs,those suffering from chronic lung diseases,πνεύμονες,Όσοι υποφέρουν από χρόνιες παθήσεις των πνευμόνων,0.49222362,0.597,0.119,0.213,0.466,0.461,0,0.339,no,no,no
,deepset/bert-large-uncased-whole-word-masking-squad2,atmospheric pollutants with dangerous health components,Those suffering from chronic lung diseases,atmospheric pollutants with dangerous health components,those suffering from chronic lung diseases,ατμοσφαιρικοί ρύποι με επικίνδυνα συστατικά της υγείας,Όσοι υποφέρουν από χρόνιες παθήσεις των πνευμόνων,0.056084175,0.649,0.236,0.371,0.614,0.441,0,0.4361,no,no,no
