question,model,en_model_answer,en_correct_answer,modified_model_answer,modified_correct_answer,gr_model_answer,gr_correct_answer,model_prediction_score,nlp_score,levenshtein_score,substring_score,sentence_transformers_score,greek_sentence_transformers_score,F1_score,weighted_total_score,is_correct (labeled by human),is_correct (labeled by machine),is_correct (labeled by human)
,bert-large-uncased-whole-word-masking-finetuned-squad,smoked one cigarette behind the other,smoked,smoked one cigarette behind the other,smoked,κάπνισε το ένα τσιγάρο πίσω από το άλλο,κάπνιζε,0.659219027,0.608,0.162,0.279,0.784,0.61,0.285714286,0.536442857,yes,partially,yes
,distilbert-base-cased-distilled-squad,smoked one cigarette behind the other,smoked,smoked one cigarette behind the other,smoked,κάπνισε το ένα τσιγάρο πίσω από το άλλο,κάπνιζε,0.507571995,0.608,0.162,0.279,0.784,0.61,0.285714286,0.536442857,yes,partially,yes
,deepset/bert-large-uncased-whole-word-masking-squad2,smoked one cigarette behind the other,smoked,smoked one cigarette behind the other,smoked,κάπνισε το ένα τσιγάρο πίσω από το άλλο,κάπνιζε,0.53979665,0.608,0.162,0.279,0.784,0.61,0.285714286,0.536442857,yes,partially,yes
,distilbert-base-uncased-distilled-squad,smoked one cigarette behind the other,smoked,smoked one cigarette behind the other,smoked,κάπνισε το ένα τσιγάρο πίσω από το άλλο,κάπνιζε,0.68039763,0.608,0.162,0.279,0.784,0.61,0.285714286,0.536442857,yes,partially,yes
,rsvp-ai/bertserini-bert-base-squad,smoked one cigarette behind the other,smoked,smoked one cigarette behind the other,smoked,κάπνισε το ένα τσιγάρο πίσω από το άλλο,κάπνιζε,0.660710454,0.608,0.162,0.279,0.784,0.61,0.285714286,0.536442857,yes,partially,yes
,deepset/minilm-uncased-squad2,smoked one cigarette behind the other,smoked,smoked one cigarette behind the other,smoked,κάπνισε το ένα τσιγάρο πίσω από το άλλο,κάπνιζε,0.525076747,0.608,0.162,0.279,0.784,0.61,0.285714286,0.536442857,yes,partially,yes
,dmis-lab/biobert-large-cased-v1.1-squad,jumped out of his place to catch her,smoked,jumped out of his place to catch her,smoked,πήδηξε από το σπίτι του για να την πιάσει.,κάπνιζε,0.568912685,0.26,0.083,0.143,0.325,0.126,0,0.2046,no,no,no
,deepset/bert-base-cased-squad2,smoked one cigarette behind the other,smoked,smoked one cigarette behind the other,smoked,κάπνισε το ένα τσιγάρο πίσω από το άλλο,κάπνιζε,0.555108547,0.608,0.162,0.279,0.784,0.61,0.285714286,0.536442857,yes,partially,yes
,bert-large-cased-whole-word-masking-finetuned-squad,smoked one cigarette,smoked,smoked one cigarette,smoked,κάπνισε ένα τσιγάρο,κάπνιζε,0.657674611,0.81,0.3,0.462,0.71,0.859,0.5,0.6222,partially,partially,partially
What was hanging on the edges of the rocks?,deepset/roberta-base-squad2,"wildflowers, sage and chamomile","a few wildflowers, sage and chamomile",wildflowers sage and chamomile,a few wildflowers sage and chamomile,"αγριολούλουδα, φασκόμηλο και χαμομήλι","λίγα αγριολούλουδα, φασκόμηλο και χαμομήλι",0.541066051,0.925,0.833,0.909,0.962,0.838,0.8,0.904,yes,yes,yes
,bert-large-uncased-whole-word-masking-finetuned-squad,"wildflowers, sage and chamomile","a few wildflowers, sage and chamomile",wildflowers sage and chamomile,a few wildflowers sage and chamomile,"αγριολούλουδα, φασκόμηλο και χαμομήλι","λίγα αγριολούλουδα, φασκόμηλο και χαμομήλι",0.440450907,0.925,0.833,0.909,0.962,0.838,0.8,0.904,yes,yes,yes
,distilbert-base-cased-distilled-squad,"wildflowers, sage and chamomile","a few wildflowers, sage and chamomile",wildflowers sage and chamomile,a few wildflowers sage and chamomile,"αγριολούλουδα, φασκόμηλο και χαμομήλι","λίγα αγριολούλουδα, φασκόμηλο και χαμομήλι",0.593872011,0.925,0.833,0.909,0.962,0.838,0.8,0.904,yes,yes,yes
,deepset/bert-large-uncased-whole-word-masking-squad2,wildflowers,"a few wildflowers, sage and chamomile",wildflowers,a few wildflowers sage and chamomile,Αγριολούλουδα,"λίγα αγριολούλουδα, φασκόμηλο και χαμομήλι",0.55822587,0.606,0.306,0.468,0.765,0.37,0.285714286,0.561742857,partially,partially,partially
,distilbert-base-uncased-distilled-squad,"wildflowers, sage and chamomile","a few wildflowers, sage and chamomile",wildflowers sage and chamomile,a few wildflowers sage and chamomile,"αγριολούλουδα, φασκόμηλο και χαμομήλι","λίγα αγριολούλουδα, φασκόμηλο και χαμομήλι",0.406477213,0.925,0.833,0.909,0.962,0.838,0.8,0.904,yes,yes,yes
,rsvp-ai/bertserini-bert-base-squad,"wildflowers, sage and chamomile","a few wildflowers, sage and chamomile",wildflowers sage and chamomile,a few wildflowers sage and chamomile,"αγριολούλουδα, φασκόμηλο και χαμομήλι","λίγα αγριολούλουδα, φασκόμηλο και χαμομήλι",0.307521552,0.925,0.833,0.909,0.962,0.838,0.8,0.904,yes,yes,yes
,deepset/minilm-uncased-squad2,"wildflowers, sage and chamomile","a few wildflowers, sage and chamomile",wildflowers sage and chamomile,a few wildflowers sage and chamomile,"αγριολούλουδα, φασκόμηλο και χαμομήλι","λίγα αγριολούλουδα, φασκόμηλο και χαμομήλι",0.405303508,0.925,0.833,0.909,0.962,0.838,0.8,0.904,yes,yes,yes
,dmis-lab/biobert-large-cased-v1.1-squad,"wildflowers, sage and chamomile","a few wildflowers, sage and chamomile",wildflowers sage and chamomile,a few wildflowers sage and chamomile,"αγριολούλουδα, φασκόμηλο και χαμομήλι","λίγα αγριολούλουδα, φασκόμηλο και χαμομήλι",0.444267243,0.925,0.833,0.909,0.962,0.838,0.8,0.904,yes,yes,yes
,deepset/bert-base-cased-squad2,a few wildflowers,"a few wildflowers, sage and chamomile",a few wildflowers,a few wildflowers sage and chamomile,μερικά αγριολούλουδα,"λίγα αγριολούλουδα, φασκόμηλο και χαμομήλι",0.412835717,0.823,0.472,0.642,0.862,0.586,0.666666667,0.754133333,partially,yes,partially
,bert-large-cased-whole-word-masking-finetuned-squad,"wildflowers, sage and chamomile","a few wildflowers, sage and chamomile",wildflowers sage and chamomile,a few wildflowers sage and chamomile,"αγριολούλουδα, φασκόμηλο και χαμομήλι","λίγα αγριολούλουδα, φασκόμηλο και χαμομήλι",0.490525365,0.925,0.833,0.909,0.962,0.838,0.8,0.904,yes,yes,yes
What did Amalia instinctively do?,deepset/roberta-base-squad2,closed her eyes,it was closing its doorstep,closed her eyes,it was closing its doorstep,έκλεισε τα μάτια της,έκλεινε τα μάλιστα της,0.522227228,0.708,0.259,0.238,0.69,0.612,0,0.4673,yes,no,yes
,bert-large-uncased-whole-word-masking-finetuned-squad,closed her eyes,it was closing its doorstep,closed her eyes,it was closing its doorstep,έκλεισε τα μάτια της,έκλεινε τα μάλιστα της,0.775710464,0.708,0.259,0.238,0.69,0.612,0,0.4673,yes,no,yes
,distilbert-base-cased-distilled-squad,closed her eyes,it was closing its doorstep,closed her eyes,it was closing its doorstep,έκλεισε τα μάτια της,έκλεινε τα μάλιστα της,0.920184314,0.708,0.259,0.238,0.69,0.612,0,0.4673,yes,no,yes
,deepset/bert-large-uncased-whole-word-masking-squad2,closed her eyes,it was closing its doorstep,closed her eyes,it was closing its doorstep,έκλεισε τα μάτια της,έκλεινε τα μάλιστα της,0.934821606,0.708,0.259,0.238,0.69,0.612,0,0.4673,yes,no,yes
,distilbert-base-uncased-distilled-squad,closed her eyes,it was closing its doorstep,closed her eyes,it was closing its doorstep,έκλεισε τα μάτια της,έκλεινε τα μάλιστα της,0.853094101,0.708,0.259,0.238,0.69,0.612,0,0.4673,yes,no,yes
,rsvp-ai/bertserini-bert-base-squad,closed her eyes,it was closing its doorstep,closed her eyes,it was closing its doorstep,έκλεισε τα μάτια της,έκλεινε τα μάλιστα της,0.71242249,0.708,0.259,0.238,0.69,0.612,0,0.4673,yes,no,yes
,deepset/minilm-uncased-squad2,closed her eyes,it was closing its doorstep,closed her eyes,it was closing its doorstep,έκλεισε τα μάτια της,έκλεινε τα μάλιστα της,0.919203699,0.708,0.259,0.238,0.69,0.612,0,0.4673,yes,no,yes
,dmis-lab/biobert-large-cased-v1.1-squad,closed her eyes,it was closing its doorstep,closed her eyes,it was closing its doorstep,έκλεισε τα μάτια της,έκλεινε τα μάλιστα της,0.565554798,0.708,0.259,0.238,0.69,0.612,0,0.4673,yes,no,yes
,deepset/bert-base-cased-squad2,closed her eyes so as not to see the bottomless depth of the gorge,it was closing its doorstep,closed her eyes so as not to see the bottomless depth of the gorge,it was closing its doorstep,έκλεισε τα μάτια της για να μην δει το απύθμενο βάθος του φαραγγιού,έκλεινε τα μάλιστα της,0.597113907,0.813,0.212,0.237,0.552,0.349,0,0.4283,yes,no,yes
,bert-large-cased-whole-word-masking-finetuned-squad,closed her eyes,it was closing its doorstep,closed her eyes,it was closing its doorstep,έκλεισε τα μάτια της,έκλεινε τα μάλιστα της,0.80543828,0.708,0.259,0.238,0.69,0.612,0,0.4673,yes,no,yes
What threw Amalia out of her place?,deepset/roberta-base-squad2,a sudden braking,an abrupt braking,a sudden braking,an abrupt braking,ξαφνικό φρενάρισμα,ένα απότομο φρενάρισμα,0.535194099,0.882,0.588,0.667,0.934,0.831,0.333333333,0.742166667,yes,yes,yes
,bert-large-uncased-whole-word-masking-finetuned-squad,a sudden braking,an abrupt braking,a sudden braking,an abrupt braking,ξαφνικό φρενάρισμα,ένα απότομο φρενάρισμα,0.460850954,0.882,0.588,0.667,0.934,0.831,0.333333333,0.742166667,yes,yes,yes
,distilbert-base-cased-distilled-squad,a sudden braking,an abrupt braking,a sudden braking,an abrupt braking,ξαφνικό φρενάρισμα,ένα απότομο φρενάρισμα,0.56431663,0.882,0.588,0.667,0.934,0.831,0.333333333,0.742166667,yes,yes,yes
,deepset/bert-large-uncased-whole-word-masking-squad2,a sudden braking,an abrupt braking,a sudden braking,an abrupt braking,ξαφνικό φρενάρισμα,ένα απότομο φρενάρισμα,0.551991045,0.882,0.588,0.667,0.934,0.831,0.333333333,0.742166667,yes,yes,yes
,distilbert-base-uncased-distilled-squad,a sudden braking,an abrupt braking,a sudden braking,an abrupt braking,ξαφνικό φρενάρισμα,ένα απότομο φρενάρισμα,0.755212486,0.882,0.588,0.667,0.934,0.831,0.333333333,0.742166667,yes,yes,yes
,rsvp-ai/bertserini-bert-base-squad,a sudden braking,an abrupt braking,a sudden braking,an abrupt braking,ξαφνικό φρενάρισμα,ένα απότομο φρενάρισμα,0.473286927,0.882,0.588,0.667,0.934,0.831,0.333333333,0.742166667,yes,yes,yes
,deepset/minilm-uncased-squad2,a sudden braking,an abrupt braking,a sudden braking,an abrupt braking,ξαφνικό φρενάρισμα,ένα απότομο φρενάρισμα,0.747185767,0.882,0.588,0.667,0.934,0.831,0.333333333,0.742166667,yes,yes,yes
,dmis-lab/biobert-large-cased-v1.1-squad,a sudden braking,an abrupt braking,a sudden braking,an abrupt braking,ξαφνικό φρενάρισμα,ένα απότομο φρενάρισμα,0.657732308,0.882,0.588,0.667,0.934,0.831,0.333333333,0.742166667,yes,yes,yes
,deepset/bert-base-cased-squad2,a sudden braking,an abrupt braking,a sudden braking,an abrupt braking,ξαφνικό φρενάρισμα,ένα απότομο φρενάρισμα,0.508359194,0.882,0.588,0.667,0.934,0.831,0.333333333,0.742166667,yes,yes,yes
,bert-large-cased-whole-word-masking-finetuned-squad,a sudden braking,an abrupt braking,a sudden braking,an abrupt braking,ξαφνικό φρενάρισμα,ένα απότομο φρενάρισμα,0.699140489,0.882,0.588,0.667,0.934,0.831,0.333333333,0.742166667,yes,yes,yes
What had the few villagers of the bus done?,deepset/roberta-base-squad2,descended to the various villages where the green vehicle stopped,they had descended to the various villages where the green vehicle stopped.,descended to the various villages where the green vehicle stopped,they had descended to the various villages where the green vehicle stopped,κατέβηκε στα διάφορα χωριά όπου σταμάτησε το πράσινο όχημα,είχαν κατεβεί στα διάφορα χωριά όπου έκανε στάσεις το πράσινο όχημα.,0.289189279,0.986,0.878,0.935,0.976,0.93,0.818181818,0.932536364,yes,yes,yes
,bert-large-uncased-whole-word-masking-finetuned-squad,descended to the various villages,they had descended to the various villages where the green vehicle stopped.,descended to the various villages,they had descended to the various villages where the green vehicle stopped,κατέβηκε στα διάφορα χωριά,είχαν κατεβεί στα διάφορα χωριά όπου έκανε στάσεις το πράσινο όχημα.,0.343768895,0.897,0.446,0.617,0.542,0.604,0.588235294,0.620147059,yes,partially,yes
,distilbert-base-cased-distilled-squad,descended to the various villages where the green vehicle stopped,they had descended to the various villages where the green vehicle stopped.,descended to the various villages where the green vehicle stopped,they had descended to the various villages where the green vehicle stopped,κατέβηκε στα διάφορα χωριά όπου σταμάτησε το πράσινο όχημα,είχαν κατεβεί στα διάφορα χωριά όπου έκανε στάσεις το πράσινο όχημα.,0.498279244,0.986,0.878,0.935,0.976,0.93,0.818181818,0.932536364,yes,yes,yes
,deepset/bert-large-uncased-whole-word-masking-squad2,descended to the various villages,they had descended to the various villages where the green vehicle stopped.,descended to the various villages,they had descended to the various villages where the green vehicle stopped,κατέβηκε στα διάφορα χωριά,είχαν κατεβεί στα διάφορα χωριά όπου έκανε στάσεις το πράσινο όχημα.,0.503888845,0.897,0.446,0.617,0.542,0.604,0.588235294,0.620147059,yes,partially,yes
,distilbert-base-uncased-distilled-squad,moaning again with its usual bottom,they had descended to the various villages where the green vehicle stopped.,moaning again with its usual bottom,they had descended to the various villages where the green vehicle stopped,γκρίνια και πάλι με το συνηθισμένο κάτω μέρος του,είχαν κατεβεί στα διάφορα χωριά όπου έκανε στάσεις το πράσινο όχημα.,0.173415631,0.753,0.189,0.239,0.342,0.048,0,0.3302,no,no,no
,rsvp-ai/bertserini-bert-base-squad,descended to the various villages,they had descended to the various villages where the green vehicle stopped.,descended to the various villages,they had descended to the various villages where the green vehicle stopped,κατέβηκε στα διάφορα χωριά,είχαν κατεβεί στα διάφορα χωριά όπου έκανε στάσεις το πράσινο όχημα.,0.330630332,0.897,0.446,0.617,0.542,0.604,0.588235294,0.620147059,yes,partially,yes
,deepset/minilm-uncased-squad2,descended to the various villages,they had descended to the various villages where the green vehicle stopped.,descended to the various villages,they had descended to the various villages where the green vehicle stopped,κατέβηκε στα διάφορα χωριά,είχαν κατεβεί στα διάφορα χωριά όπου έκανε στάσεις το πράσινο όχημα.,0.298754752,0.897,0.446,0.617,0.542,0.604,0.588235294,0.620147059,yes,partially,yes
,dmis-lab/biobert-large-cased-v1.1-squad,descended,they had descended to the various villages where the green vehicle stopped.,descended,they had descended to the various villages where the green vehicle stopped,Κατέβηκε,είχαν κατεβεί στα διάφορα χωριά όπου έκανε στάσεις το πράσινο όχημα.,0.585079551,0.499,0.122,0.217,0.263,0.072,0.153846154,0.269669231,partially,no,partially
,deepset/bert-base-cased-squad2,descended to the various villages where the green vehicle stopped,they had descended to the various villages where the green vehicle stopped.,descended to the various villages where the green vehicle stopped,they had descended to the various villages where the green vehicle stopped,κατέβηκε στα διάφορα χωριά όπου σταμάτησε το πράσινο όχημα,είχαν κατεβεί στα διάφορα χωριά όπου έκανε στάσεις το πράσινο όχημα.,0.444293797,0.986,0.878,0.935,0.976,0.93,0.818181818,0.932536364,yes,yes,yes
,bert-large-cased-whole-word-masking-finetuned-squad,descended to the various villages,they had descended to the various villages where the green vehicle stopped.,descended to the various villages,they had descended to the various villages where the green vehicle stopped,κατέβηκε στα διάφορα χωριά,είχαν κατεβεί στα διάφορα χωριά όπου έκανε στάσεις το πράσινο όχημα.,0.504739225,0.897,0.446,0.617,0.542,0.604,0.588235294,0.620147059,yes,partially,yes
